track_id,title,artist,rank,preview
2638201552,Gata Only,FloyyMenor,990088,"https://cdnt-preview.dzcdn.net/api/1/1/8/6/7/0/86748734ecd3254461e062cededb86b5.mp3?hdnea=exp=1750683098~acl=/api/1/1/8/6/7/0/86748734ecd3254461e062cededb86b5.mp3*~data=user_id=0,application_id=42~hmac=c9c0dce5fe39391ae982cb4f584363ee1cf3443db175f81afa04b026ba78e970"
3241972661,La Plena (W Sound 05),W Sound,968630,"https://cdnt-preview.dzcdn.net/api/1/1/d/7/a/0/d7a701e8cff7e62010e41b494ff5852f.mp3?hdnea=exp=1750683098~acl=/api/1/1/d/7/a/0/d7a701e8cff7e62010e41b494ff5852f.mp3*~data=user_id=0,application_id=42~hmac=c0c678f9b3ee1a579c65aa6e282a44e43987913146cbbeb156ee162417709fbe"
3171003121,EoO,Bad Bunny,950506,"https://cdnt-preview.dzcdn.net/api/1/1/5/3/4/0/534f74248f8b341408469f33b3d52830.mp3?hdnea=exp=1750683098~acl=/api/1/1/5/3/4/0/534f74248f8b341408469f33b3d52830.mp3*~data=user_id=0,application_id=42~hmac=e8bf6155e307b35cc83fbf95bcf531243a05316ea42e31b40910ed184ca842ad"
2200304467,BESO,ROSALÍA,943348,"https://cdnt-preview.dzcdn.net/api/1/1/f/8/1/0/f8165cd88232a535630abb7309caa73c.mp3?hdnea=exp=1750683098~acl=/api/1/1/f/8/1/0/f8165cd88232a535630abb7309caa73c.mp3*~data=user_id=0,application_id=42~hmac=a62c8dcf00fe5d620e19387e534cef2d6f4fff3347b126912149c0f7721a4f4d"
3171002991,VOY A LLeVARTE PA PR,Bad Bunny,942299,"https://cdnt-preview.dzcdn.net/api/1/1/7/5/6/0/7567182fa78f3ab4ec52b4e67c2cd9fe.mp3?hdnea=exp=1750683098~acl=/api/1/1/7/5/6/0/7567182fa78f3ab4ec52b4e67c2cd9fe.mp3*~data=user_id=0,application_id=42~hmac=b476cc3a439ba49fa45b40e43138b1fce87cbdd767f585303c29f5adbb877576"
2601690812,Praise Jah In The Moonlight,YG Marley,914200,"https://cdnt-preview.dzcdn.net/api/1/1/9/c/a/0/9cab0ded64a3f7491e50045c4c3a3296.mp3?hdnea=exp=1750683101~acl=/api/1/1/9/c/a/0/9cab0ded64a3f7491e50045c4c3a3296.mp3*~data=user_id=0,application_id=42~hmac=e427acc293360e18fda9b65cd78bc22a1503d9423438ed7be194d88c86da5945"
3086954731,Qué Pasaría...,Rauw Alejandro,906661,"https://cdnt-preview.dzcdn.net/api/1/1/0/1/0/0/010683b8892a4a169a3d1934792c41f6.mp3?hdnea=exp=1750683098~acl=/api/1/1/0/1/0/0/010683b8892a4a169a3d1934792c41f6.mp3*~data=user_id=0,application_id=42~hmac=7a74f7a2684af01c56762514ca0bcd3c720b82235423189db2d299293312687c"
2154046487,TQG,KAROL G,903280,"https://cdnt-preview.dzcdn.net/api/1/1/7/2/9/0/729d065be2ce753a25b193f487283285.mp3?hdnea=exp=1750683098~acl=/api/1/1/7/2/9/0/729d065be2ce753a25b193f487283285.mp3*~data=user_id=0,application_id=42~hmac=d9462e4f4b2731e03962ba7b5f2cb1f9ab70d1bd07914d5d5d03da8c83276bc6"
2862265592,PELIGROSA,FloyyMenor,871977,"https://cdnt-preview.dzcdn.net/api/1/1/1/3/2/0/132fe71516cb5ef01884f1a266e8b9a2.mp3?hdnea=exp=1750683098~acl=/api/1/1/1/3/2/0/132fe71516cb5ef01884f1a266e8b9a2.mp3*~data=user_id=0,application_id=42~hmac=8741bfb39cfaae8af91f3545d45e18c537683c644ddc9d49431728f31f443e95"
2725148591,Santa,Rvssian,864134,"https://cdnt-preview.dzcdn.net/api/1/1/8/e/b/0/8ebcb44f7900b1a20dc8e31d2507fba2.mp3?hdnea=exp=1750683098~acl=/api/1/1/8/e/b/0/8ebcb44f7900b1a20dc8e31d2507fba2.mp3*~data=user_id=0,application_id=42~hmac=64fc201a36907d4b92e7e3f2fb9cbdb97bd2c716e9f296df463188c56993436e"
